1,0.447868498
2,0.531048653
3,0.648851723
4,0.715408639
5,0.758289849
6,0.837692818
7,0.903790177
8,0.670938461
9,0.600142266
10,0.600142266
11,0.430649624
12,0.522627352
13,0.336203945
14,0.11387443
15,0.189681817
16,0.2545341
17,0.457344257
18,0.288410595
19,0.366285281
20,0.139290317
21,0.139290317
22,0.215407935
23,0.504691683
24,0.551862426
25,0.491202206
26,0.630196037
27,0.673111161
28,0.938756881
29,0.879317632
30,0.75527708
31,0.527106484
32,0.527106484
33,0.741846719
34,0.661083282
35,0.584586513
36,0.506806952
37,0.411701048
38,0.249287941
39,0.34545739
40,0.34545739
41,0.097555499
42,0.167138404
43,0.071018553
44,0.242609149
45,0.07742223
46,0.278842546
47,0.377714611
48,0.459469685
49,0.564262784
50,0.610878617
51,0.672227658
52,0.714296237
53,0.923080251
54,0.787564295
55,0.870715742
56,0.637900416
57,0.637900416
58,0.637900416
59,0.564441574
60,0.726782894
61,0.641595199
62,0.483882306
63,0.473964646
64,0.400975253
65,0.323061999
66,0.245605734
67,0.382175846
68,0.462097362
69,0.528235105
70,0.528235105
71,0.588787641
72,0.588787641
73,0.588787641
74,0.499060481
75,0.832194518
76,0.915861351
77,0.755481299
78,0.668013729
79,0.669472082
80,0.669472082
81,0.814296282
82,0.739460559
83,0.549977217
84,0.500732219
85,0.374335482
86,0.341953829
87,0.341953829
88,0.341953829
89,0.263191002
90,0.208903536
91,0.104057803
92,0.317407575
93,0.41879455
94,0.479287572
95,0.647188688
96,0.276850232
97,0.399502806
98,0.458281245
99,0.635033
100,0.725588713
101,0.943646837
102,0.888716631
103,0.809079644
104,0.567158552
105,0.719983089
106,0.7856153
107,0.581286061
108,0.398024699
109,0.511463846
110,0.320378874
111,0.250385113
112,0.19153085
113,0.477530561
114,0.390262287
115,0.188876177
116,0.283834134
117,0.362485336
118,0.437475858
119,0.437475858
120,0.437475858
121,0.523461792
122,0.654682985
123,0.922473192
124,0.850485269
125,0.72918244
126,0.5185726
127,0.603005589
128,0.692701964
129,0.828654245
130,0.392614753
131,0.466590174
132,0.196919053
133,0.124408525
134,0.038352025
135,0.261724843
136,0.340887806
137,0.438620572
138,0.337019597
139,0.27214169
140,0.168616046
141,0.168616046
142,0.595898839
143,0.520799776
144,0.786870846
145,0.694867227
146,0.933603754
147,0.836174252
148,0.546654756
149,0.602768887
150,0.705677916
